window_size,hash,ham_distance,similarity,error,blast_output
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,0,100.0,0.000000,100
5,Boost,9,85.9375,12.952500,98.89
5,Boost,7,89.0625,9.827500,98.89
5,Boost,7,89.0625,9.267500,98.33
5,Boost,7,89.0625,9.267500,98.33
5,Boost,7,89.0625,8.717500,97.78
5,Boost,17,73.4375,26.562500,100
5,Boost,5,92.1875,5.082500,97.27
5,Boost,2,96.875,0.855000,97.73
5,Boost,17,73.4375,18.782500,92.22
5,Boost,14,78.125,15.765000,93.89
5,Boost,14,78.125,15.765000,93.89
5,Boost,18,71.875,22.015000,93.89
5,Boost,2,96.875,3.125000,100
5,Boost,2,96.875,3.125000,100
5,Boost,21,67.1875,24.482500,91.67
5,Boost,21,67.1875,24.482500,91.67
5,Boost,18,71.875,21.455000,93.33
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
5,Boost,16,75.0,16.670000,91.67
